,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
39,336,Jon Davis,SO,2016-17,G,Charlotte,CUSA,30,1056,196,407,.482,147,278,49,129,.380,147,188,.782,9,94,103,126,33,8,94,48,588,35.2,6.5,13.6,4.9,9.3,1.6,4.3,4.9,6.3,0.3,3.1,3.4,4.2,1.1,0.3,3.1,1.6,19.6
40,337,Darryl Partin,SR,2011-12,G,Boston University,AEC,32,1078,218,536,.407,149,315,69,221,.312,123,171,.719,37,88,125,35,35,3,101,55,628,33.7,6.8,16.8,4.7,9.8,2.2,6.9,3.8,5.3,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7,19.6
41,338,QJ Peterson,SO,2014-15,G,Virginia Military Institute,Southern,18,572,108,314,.344,64,155,44,159,.277,92,112,.821,27,62,89,72,29,4,65,34,352,31.8,6.0,17.4,3.6,8.6,2.4,8.8,5.1,6.2,1.5,3.4,4.9,4.0,1.6,0.2,3.6,1.9,19.6
42,339,QJ Peterson,SR,2016-17,G,Virginia Military Institute,Southern,30,951,200,464,.431,122,252,78,212,.368,111,156,.712,51,143,194,73,47,2,77,61,589,31.7,6.7,15.5,4.1,8.4,2.6,7.1,3.7,5.2,1.7,4.8,6.5,2.4,1.6,0.1,2.6,2.0,19.6
43,340,Marcus Posley,SR,2015-16,G,St. Bonaventure,A-10,31,1154,197,471,.418,115,243,82,228,.360,133,165,.806,21,85,106,113,39,3,75,76,609,37.2,6.4,15.2,3.7,7.8,2.6,7.4,4.3,5.3,0.7,2.7,3.4,3.6,1.3,0.1,2.4,2.5,19.6
44,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
46,341,Chasson Randle,SR,2014-15,G,Stanford,Pac-12,37,1347,217,539,.403,127,291,90,248,.363,200,228,.877,11,112,123,112,50,5,75,82,724,36.4,5.9,14.6,3.4,7.9,2.4,6.7,5.4,6.2,0.3,3.0,3.3,3.0,1.4,0.1,2.0,2.2,19.6
47,342,Ike Smith,SO,2016-17,G,Georgia Southern,Sun Belt,33,1005,230,462,.498,169,308,61,154,.396,127,195,.651,35,137,172,56,47,21,72,74,648,30.5,7.0,14.0,5.1,9.3,1.8,4.7,3.8,5.9,1.1,4.2,5.2,1.7,1.4,0.6,2.2,2.2,19.6
48,343,Isiah Umipig,JR,2013-14,G,Seattle,WAC,30,993,185,475,.389,79,188,106,287,.369,111,134,.828,19,63,82,107,32,1,98,78,587,33.1,6.2,15.8,2.6,6.3,3.5,9.6,3.7,4.5,0.6,2.1,2.7,3.6,1.1,0.0,3.3,2.6,19.6
49,344,Jonathan Williams,SR,2016-17,G,Toledo,MAC,32,1097,212,479,.443,146,272,66,207,.319,138,169,.817,22,75,97,102,25,4,87,67,628,34.3,6.6,15.0,4.6,8.5,2.1,6.5,4.3,5.3,0.7,2.3,3.0,3.2,0.8,0.1,2.7,2.1,19.6
50,345,Michael Young,SR,2016-17,F,Pittsburgh,ACC,33,1097,217,479,.453,175,356,42,123,.341,172,221,.778,53,170,223,90,19,25,70,59,648,33.2,6.6,14.5,5.3,10.8,1.3,3.7,5.2,6.7,1.6,5.2,6.8,2.7,0.6,0.8,2.1,1.8,19.6
51,346,Kyle Allman,JR,2017-18,G,Cal State Fullerton,Big West,32,1053,198,405,.489,153,300,45,105,.429,182,244,.746,11,100,111,75,36,6,74,68,623,32.9,6.2,12.7,4.8,9.4,1.4,3.3,5.7,7.6,0.3,3.1,3.5,2.3,1.1,0.2,2.3,2.1,19.5
52,347,John Brown,SO,2013-14,F,High Point,Big South,31,986,224,411,.545,224,406,0,5,.000,155,208,.745,105,134,239,60,47,51,49,79,603,31.8,7.2,13.3,7.2,13.1,0.0,0.2,5.0,6.7,3.4,4.3,7.7,1.9,1.5,1.6,1.6,2.5,19.5
53,348,Raiquan Clark,SR,2019-20,G,Long Island University,NEC,32,1131,226,451,.501,200,370,26,81,.321,146,220,.664,60,174,234,53,37,23,112,100,624,35.3,7.1,14.1,6.3,11.6,0.8,2.5,4.6,6.9,1.9,5.4,7.3,1.7,1.2,0.7,3.5,3.1,19.5
54,349,Olivier Hanlan,JR,2014-15,G,Boston College,ACC,32,1204,225,496,.454,160,312,65,184,.353,110,145,.759,24,111,135,135,41,1,85,68,625,37.6,7.0,15.5,5.0,9.8,2.0,5.8,3.4,4.5,0.8,3.5,4.2,4.2,1.3,0.0,2.7,2.1,19.5
55,350,Jordan Howard,JR,2016-17,G,Central Arkansas,Southland,32,1098,189,439,.431,88,212,101,227,.445,144,162,.889,9,107,116,93,36,2,80,34,623,34.3,5.9,13.7,2.8,6.6,3.2,7.1,4.5,5.1,0.3,3.3,3.6,2.9,1.1,0.1,2.5,1.1,19.5
56,351,Luke Kennard,SO,2016-17,G,Duke,ACC,37,1314,237,485,.489,149,284,88,201,.438,160,187,.856,43,145,188,91,31,13,59,83,722,35.5,6.4,13.1,4.0,7.7,2.4,5.4,4.3,5.1,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5
57,352,John Konchar,SR,2018-19,G,Purdue-Fort Wayne,Summit,33,1131,231,423,.546,178,284,53,139,.381,127,178,.713,73,209,282,179,65,31,91,69,642,34.3,7.0,12.8,5.4,8.6,1.6,4.2,3.8,5.4,2.2,6.3,8.5,5.4,2.0,0.9,2.8,2.1,19.5
58,353,Marcus Marshall,SO,2014-15,G,Missouri State,MVC,14,456,85,185,.459,44,95,41,90,.456,62,69,.899,3,42,45,23,10,2,19,22,273,32.6,6.1,13.2,3.1,6.8,2.9,6.4,4.4,4.9,0.2,3.0,3.2,1.6,0.7,0.1,1.4,1.6,19.5
59,354,Paul Miller,SR,2017-18,G,North Dakota State,Summit,31,1048,208,461,.451,141,264,67,197,.340,122,146,.836,15,165,180,105,31,10,95,50,605,33.8,6.7,14.9,4.5,8.5,2.2,6.4,3.9,4.7,0.5,5.3,5.8,3.4,1.0,0.3,3.1,1.6,19.5
60,355,Jacolby Mobley,SR,2016-17,G,Tennessee-Martin,OVC,29,1025,182,432,.421,87,173,95,259,.367,107,137,.781,22,62,84,60,30,3,58,57,566,35.3,6.3,14.9,3.0,6.0,3.3,8.9,3.7,4.7,0.8,2.1,2.9,2.1,1.0,0.1,2.0,2.0,19.5
61,356,Tyler Nelson,JR,2016-17,G,Fairfield,MAAC,31,1119,196,442,.443,115,235,81,207,.391,131,153,.856,23,75,98,112,35,4,69,53,604,36.1,6.3,14.3,3.7,7.6,2.6,6.7,4.2,4.9,0.7,2.4,3.2,3.6,1.1,0.1,2.2,1.7,19.5
62,357,Jahaad Proctor,JR,2018-19,G,High Point,Big South,31,1073,210,453,.464,155,287,55,166,.331,128,166,.771,18,101,119,101,39,11,68,50,603,34.6,6.8,14.6,5.0,9.3,1.8,5.4,4.1,5.4,0.6,3.3,3.8,3.3,1.3,0.4,2.2,1.6,19.5
63,358,Roosevelt Smart,SO,2017-18,G,North Texas,CUSA,38,1274,221,557,.397,88,205,133,352,.378,167,188,.888,17,141,158,35,23,10,65,86,742,33.5,5.8,14.7,2.3,5.4,3.5,9.3,4.4,4.9,0.4,3.7,4.2,0.9,0.6,0.3,1.7,2.3,19.5
64,359,Reid Travis,JR,2017-18,F,Stanford,Pac-12,35,1190,250,474,.527,232,413,18,61,.295,164,243,.675,104,202,306,47,26,4,72,91,682,34.0,7.1,13.5,6.6,11.8,0.5,1.7,4.7,6.9,3.0,5.8,8.7,1.3,0.7,0.1,2.1,2.6,19.5
65,360,Rashad Williams,SO,2019-20,G,Oakland,Horizon,15,572,86,251,.343,25,62,61,189,.323,59,69,.855,1,45,46,27,10,0,40,36,292,38.1,5.7,16.7,1.7,4.1,4.1,12.6,3.9,4.6,0.1,3.0,3.1,1.8,0.7,0.0,2.7,2.4,19.5
66,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
68,361,Alec Wintering,SR,2016-17,G,Portland,WCC,18,668,122,278,.439,109,240,13,38,.342,94,122,.770,19,64,83,101,36,0,83,44,351,37.1,6.8,15.4,6.1,13.3,0.7,2.1,5.2,6.8,1.1,3.6,4.6,5.6,2.0,0.0,4.6,2.4,19.5
69,362,Jarrell Brantley,SR,2018-19,F,College of Charleston,CAA,33,1121,237,458,.517,199,342,38,116,.328,128,163,.785,57,220,277,80,46,29,85,89,640,34.0,7.2,13.9,6.0,10.4,1.2,3.5,3.9,4.9,1.7,6.7,8.4,2.4,1.4,0.9,2.6,2.7,19.4
70,363,Jelani Hewitt,JR,2013-14,G,Georgia Southern,Southern,34,1152,211,520,.406,126,284,85,236,.360,153,184,.832,31,120,151,104,75,5,103,78,660,33.9,6.2,15.3,3.7,8.4,2.5,6.9,4.5,5.4,0.9,3.5,4.4,3.1,2.2,0.1,3.0,2.3,19.4
71,364,DaVonte Lacy,JR,2013-14,G,Washington State,Pac-12,23,787,132,308,.429,56,113,76,195,.390,106,127,.835,22,75,97,33,28,3,47,57,446,34.2,5.7,13.4,2.4,4.9,3.3,8.5,4.6,5.5,1.0,3.3,4.2,1.4,1.2,0.1,2.0,2.5,19.4
72,365,Dedric Lawson,JR,2018-19,F,Kansas,Big 12,36,1175,249,508,.490,214,419,35,89,.393,167,205,.815,111,260,371,61,45,38,83,94,700,32.6,6.9,14.1,5.9,11.6,1.0,2.5,4.6,5.7,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6,19.4
73,366,Derrick Marks,SR,2014-15,G,Boise State,MWC,32,998,231,468,.494,163,312,68,156,.436,91,118,.771,16,102,118,96,59,14,68,72,621,31.2,7.2,14.6,5.1,9.8,2.1,4.9,2.8,3.7,0.5,3.2,3.7,3.0,1.8,0.4,2.1,2.3,19.4
74,367,Nijal Pearson,SR,2019-20,G,Texas State,Sun Belt,31,1082,202,477,.423,130,273,72,204,.353,125,162,.772,34,133,167,78,39,8,74,45,601,34.9,6.5,15.4,4.2,8.8,2.3,6.6,4.0,5.2,1.1,4.3,5.4,2.5,1.3,0.3,2.4,1.5,19.4
75,368,Marcquise Reed,SR,2018-19,G,Clemson,ACC,31,1098,202,459,.440,154,324,48,135,.356,150,178,.843,23,149,172,95,66,1,83,60,602,35.4,6.5,14.8,5.0,10.5,1.5,4.4,4.8,5.7,0.7,4.8,5.5,3.1,2.1,0.0,2.7,1.9,19.4
76,369,Colbey Ross,SO,2018-19,G,Pepperdine,WCC,34,1187,179,410,.437,116,251,63,159,.396,238,279,.853,12,88,100,239,41,5,147,93,659,34.9,5.3,12.1,3.4,7.4,1.9,4.7,7.0,8.2,0.4,2.6,2.9,7.0,1.2,0.1,4.3,2.7,19.4
77,370,Augustine Rubit,JR,2012-13,F,South Alabama,Sun Belt,30,995,192,400,.480,192,395,0,5,.000,198,249,.795,132,183,315,34,21,36,74,63,582,33.2,6.4,13.3,6.4,13.2,0.0,0.2,6.6,8.3,4.4,6.1,10.5,1.1,0.7,1.2,2.5,2.1,19.4
78,371,Sam Sessoms,SO,2019-20,G,Binghamton,AEC,29,1036,208,501,.415,144,298,64,203,.315,83,102,.814,36,109,145,138,45,3,99,76,563,35.7,7.2,17.3,5.0,10.3,2.2,7.0,2.9,3.5,1.2,3.8,5.0,4.8,1.6,0.1,3.4,2.6,19.4
79,372,James Sinclair,SR,2014-15,G,Western Carolina,Southern,31,1180,214,532,.402,163,370,51,162,.315,122,159,.767,58,129,187,90,67,14,76,65,601,38.1,6.9,17.2,5.3,11.9,1.6,5.2,3.9,5.1,1.9,4.2,6.0,2.9,2.2,0.5,2.5,2.1,19.4
80,373,Davon Usher,SR,2013-14,G,Delaware,CAA,35,1282,216,479,.451,131,245,85,234,.363,162,218,.743,51,161,212,62,62,14,71,91,679,36.6,6.2,13.7,3.7,7.0,2.4,6.7,4.6,6.2,1.5,4.6,6.1,1.8,1.8,0.4,2.0,2.6,19.4
81,374,Jonathan Wade,SR,2016-17,G,Norfolk State,MEAC,34,1187,217,448,.484,156,289,61,159,.384,163,218,.748,53,178,231,63,22,3,110,73,658,34.9,6.4,13.2,4.6,8.5,1.8,4.7,4.8,6.4,1.6,5.2,6.8,1.9,0.6,0.1,3.2,2.1,19.4
82,375,Jalan West,SO,2013-14,G,Northwestern State,Southland,31,1021,184,397,.463,114,226,70,171,.409,163,186,.876,14,111,125,197,78,8,84,75,601,32.9,5.9,12.8,3.7,7.3,2.3,5.5,5.3,6.0,0.5,3.6,4.0,6.4,2.5,0.3,2.7,2.4,19.4
83,376,Anthony Beane,SR,2015-16,G,Southern Illinois,MVC,32,1097,208,481,.432,136,287,72,194,.371,129,168,.768,22,101,123,57,36,0,86,88,617,34.3,6.5,15.0,4.3,9.0,2.3,6.1,4.0,5.3,0.7,3.2,3.8,1.8,1.1,0.0,2.7,2.8,19.3
84,377,Trevon Bluiett,SR,2017-18,F,Xavier,Big East,35,1200,202,462,.437,97,210,105,252,.417,167,197,.848,29,164,193,87,26,9,70,76,676,34.3,5.8,13.2,2.8,6.0,3.0,7.2,4.8,5.6,0.8,4.7,5.5,2.5,0.7,0.3,2.0,2.2,19.3
85,378,John Brown,JR,2014-15,F,High Point,Big South,32,995,242,440,.550,242,434,0,6,.000,133,176,.756,101,91,192,39,39,33,53,66,617,31.1,7.6,13.8,7.6,13.6,0.0,0.2,4.2,5.5,3.2,2.8,6.0,1.2,1.2,1.0,1.7,2.1,19.3
86,379,Patrick Cole,SR,2016-17,G,North Carolina Central,MEAC,33,1166,203,529,.384,137,335,66,194,.340,164,217,.756,39,191,230,184,31,8,124,79,636,35.3,6.2,16.0,4.2,10.2,2.0,5.9,5.0,6.6,1.2,5.8,7.0,5.6,0.9,0.2,3.8,2.4,19.3
87,380,Jordan Davis,SO,2016-17,G,Northern Colorado,Big Sky,29,978,210,429,.490,185,345,25,84,.298,115,192,.599,20,120,140,162,35,15,126,84,560,33.7,7.2,14.8,6.4,11.9,0.9,2.9,4.0,6.6,0.7,4.1,4.8,5.6,1.2,0.5,4.3,2.9,19.3
88,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
90,381,Jud Dillard,SR,2012-13,F,Tennessee Tech,OVC,29,982,182,404,.450,146,297,36,107,.336,160,197,.812,57,169,226,67,31,8,87,73,560,33.9,6.3,13.9,5.0,10.2,1.2,3.7,5.5,6.8,2.0,5.8,7.8,2.3,1.1,0.3,3.0,2.5,19.3
91,382,Kevin Foster,SR,2012-13,G,Santa Clara,WCC,38,1233,241,602,.400,121,267,120,335,.358,130,166,.783,15,88,103,165,91,5,131,90,732,32.4,6.3,15.8,3.2,7.0,3.2,8.8,3.4,4.4,0.4,2.3,2.7,4.3,2.4,0.1,3.4,2.4,19.3
92,383,Robert Gray,SR,2017-18,G,Houston,AAC,34,1084,218,488,.447,157,318,61,170,.359,158,197,.802,23,102,125,148,38,4,79,53,655,31.9,6.4,14.4,4.6,9.4,1.8,5.0,4.6,5.8,0.7,3.0,3.7,4.4,1.1,0.1,2.3,1.6,19.3
93,384,Quinton Hooker,SR,2016-17,G,North Dakota,Big Sky,32,1156,202,432,.468,118,243,84,189,.444,128,148,.865,24,123,147,115,56,5,56,69,616,36.1,6.3,13.5,3.7,7.6,2.6,5.9,4.0,4.6,0.8,3.8,4.6,3.6,1.8,0.2,1.8,2.2,19.3
94,385,Max Landis,SR,2015-16,G,Purdue-Fort Wayne,Summit,33,1228,196,433,.453,71,159,125,274,.456,121,149,.812,5,65,70,121,30,1,72,44,638,37.2,5.9,13.1,2.2,4.8,3.8,8.3,3.7,4.5,0.2,2.0,2.1,3.7,0.9,0.0,2.2,1.3,19.3
95,386,Christian Lutete,SR,2019-20,G,Massachusetts-Lowell,AEC,32,1079,220,426,.516,155,252,65,174,.374,114,165,.691,64,161,225,50,24,4,70,42,619,33.7,6.9,13.3,4.8,7.9,2.0,5.4,3.6,5.2,2.0,5.0,7.0,1.6,0.8,0.1,2.2,1.3,19.3
96,387,Denzel Mahoney,SO,2017-18,G,Southeast Missouri State,OVC,31,970,176,380,.463,112,225,64,155,.413,182,218,.835,45,113,158,39,28,5,51,91,598,31.3,5.7,12.3,3.6,7.3,2.1,5.0,5.9,7.0,1.5,3.6,5.1,1.3,0.9,0.2,1.6,2.9,19.3
97,388,Yante Maten,SR,2017-18,F,Georgia,SEC,33,1131,207,446,.464,178,361,29,85,.341,193,241,.801,116,167,283,51,15,49,67,72,636,34.3,6.3,13.5,5.4,10.9,0.9,2.6,5.8,7.3,3.5,5.1,8.6,1.5,0.5,1.5,2.0,2.2,19.3
98,389,Justin Robinson,JR,2015-16,G,Monmouth,MAAC,36,1184,214,488,.439,134,285,80,203,.394,185,219,.845,21,115,136,132,79,0,80,55,693,32.9,5.9,13.6,3.7,7.9,2.2,5.6,5.1,6.1,0.6,3.2,3.8,3.7,2.2,0.0,2.2,1.5,19.3
99,390,D'Angelo Russell,FR,2014-15,G,Ohio State,Big Ten,35,1188,231,515,.449,136,284,95,231,.411,118,156,.756,35,163,198,175,55,11,102,74,675,33.9,6.6,14.7,3.9,8.1,2.7,6.6,3.4,4.5,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3
100,391,Tyler Stone,SR,2013-14,F,Southeast Missouri State,OVC,30,1005,223,410,.544,200,342,23,68,.338,109,153,.712,73,211,284,58,29,46,51,83,578,33.5,7.4,13.7,6.7,11.4,0.8,2.3,3.6,5.1,2.4,7.0,9.5,1.9,1.0,1.5,1.7,2.8,19.3
101,392,Erik Thomas,SR,2016-17,F,New Orleans,Southland,32,1043,223,379,.588,219,362,4,17,.235,166,212,.783,95,155,250,73,47,11,88,68,616,32.6,7.0,11.8,6.8,11.3,0.1,0.5,5.2,6.6,3.0,4.8,7.8,2.3,1.5,0.3,2.8,2.1,19.3
102,393,Thomas Wilder,JR,2016-17,G,Western Michigan,MAC,32,1014,197,430,.458,134,288,63,142,.444,159,191,.832,14,123,137,121,42,12,64,78,616,31.7,6.2,13.4,4.2,9.0,2.0,4.4,5.0,6.0,0.4,3.8,4.3,3.8,1.3,0.4,2.0,2.4,19.3
103,394,Tyus Battle,SO,2017-18,G,Syracuse,ACC,37,1443,234,586,.399,157,347,77,239,.322,167,199,.839,17,91,108,76,54,7,87,74,712,39.0,6.3,15.8,4.2,9.4,2.1,6.5,4.5,5.4,0.5,2.5,2.9,2.1,1.5,0.2,2.4,2.0,19.2
104,395,Davion Berry,SR,2013-14,G,Weber State,Big Sky,31,1031,163,351,.464,102,194,61,157,.389,209,254,.823,13,118,131,122,30,6,86,70,596,33.3,5.3,11.3,3.3,6.3,2.0,5.1,6.7,8.2,0.4,3.8,4.2,3.9,1.0,0.2,2.8,2.3,19.2
105,396,Gary Blackston,JR,2017-18,G,Prairie View,SWAC,33,1064,217,494,.439,173,371,44,123,.358,156,217,.719,48,128,176,116,51,3,100,110,634,32.2,6.6,15.0,5.2,11.2,1.3,3.7,4.7,6.6,1.5,3.9,5.3,3.5,1.5,0.1,3.0,3.3,19.2
106,397,John Collins,SO,2016-17,F,Wake Forest,ACC,33,878,234,376,.622,234,375,0,1,.000,164,220,.745,124,200,324,17,21,52,60,98,632,26.6,7.1,11.4,7.1,11.4,0.0,0.0,5.0,6.7,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3.0,19.2
107,398,Daniel Dixon,SR,2016-17,G,William & Mary,CAA,30,884,188,390,.482,115,197,73,193,.378,127,146,.870,26,115,141,75,22,9,67,83,576,29.5,6.3,13.0,3.8,6.6,2.4,6.4,4.2,4.9,0.9,3.8,4.7,2.5,0.7,0.3,2.2,2.8,19.2
108,399,Jawun Evans,SO,2016-17,G,Oklahoma State,Big 12,32,936,211,482,.438,175,387,36,95,.379,155,191,.812,24,86,110,204,57,4,90,74,613,29.3,6.6,15.1,5.5,12.1,1.1,3.0,4.8,6.0,0.8,2.7,3.4,6.4,1.8,0.1,2.8,2.3,19.2
109,400,Cameron Forte,SR,2015-16,F,Portland State,Big Sky,31,907,244,421,.580,243,419,1,2,.500,107,194,.552,106,182,288,80,30,15,99,65,596,29.3,7.9,13.6,7.8,13.5,0.0,0.1,3.5,6.3,3.4,5.9,9.3,2.6,1.0,0.5,3.2,2.1,19.2
0,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,401,Terell Gomez,SO,2018-19,G,Cal State Northridge,Big West,34,1282,214,476,.450,97,197,117,279,.419,107,122,.877,12,58,70,96,36,0,60,45,652,37.7,6.3,14.0,2.9,5.8,3.4,8.2,3.1,3.6,0.4,1.7,2.1,2.8,1.1,0.0,1.8,1.3,19.2
3,402,Troy Huff,JR,2012-13,G,North Dakota,Big Sky,25,804,174,388,.448,137,284,37,104,.356,96,145,.662,59,114,173,30,59,7,56,38,481,32.2,7.0,15.5,5.5,11.4,1.5,4.2,3.8,5.8,2.4,4.6,6.9,1.2,2.4,0.3,2.2,1.5,19.2
4,403,Troy Huff,SR,2013-14,G,North Dakota,Big Sky,34,993,210,467,.450,168,328,42,139,.302,190,250,.760,96,135,231,41,79,10,64,57,652,29.2,6.2,13.7,4.9,9.6,1.2,4.1,5.6,7.4,2.8,4.0,6.8,1.2,2.3,0.3,1.9,1.7,19.2
5,404,Dedric Lawson,SO,2016-17,F,Memphis,AAC,32,1104,216,469,.461,186,358,30,111,.270,152,205,.741,92,225,317,105,41,68,76,81,614,34.5,6.8,14.7,5.8,11.2,0.9,3.5,4.8,6.4,2.9,7.0,9.9,3.3,1.3,2.1,2.4,2.5,19.2
6,405,Caleb Martin,SR,2018-19,F,Nevada,MWC,34,1161,201,492,.409,94,175,107,317,.338,145,198,.732,30,145,175,96,49,26,63,83,654,34.1,5.9,14.5,2.8,5.1,3.1,9.3,4.3,5.8,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.4,19.2
7,406,Mikh McKinney,SR,2014-15,G,Sacramento State,Big Sky,32,1183,219,432,.507,154,281,65,151,.430,110,137,.803,16,75,91,156,78,4,68,57,613,37.0,6.8,13.5,4.8,8.8,2.0,4.7,3.4,4.3,0.5,2.3,2.8,4.9,2.4,0.1,2.1,1.8,19.2
8,407,Elfrid Payton,JR,2013-14,G,Louisiana,Sun Belt,35,1258,237,466,.509,223,412,14,54,.259,184,302,.609,81,129,210,208,80,21,127,83,672,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6.0,5.9,2.3,0.6,3.6,2.4,19.2
9,408,Jordan Price,JR,2015-16,G,La Salle,A-10,31,1170,195,500,.390,106,256,89,244,.365,117,163,.718,23,149,172,92,35,13,102,68,596,37.7,6.3,16.1,3.4,8.3,2.9,7.9,3.8,5.3,0.7,4.8,5.5,3.0,1.1,0.4,3.3,2.2,19.2
10,409,Andrew Rowsey,SO,2014-15,G,North Carolina-Asheville,Big South,31,1010,177,449,.394,75,182,102,267,.382,140,152,.921,19,67,86,89,44,2,70,67,596,32.6,5.7,14.5,2.4,5.9,3.3,8.6,4.5,4.9,0.6,2.2,2.8,2.9,1.4,0.1,2.3,2.2,19.2
11,410,Collin Sexton,FR,2017-18,G,Alabama,SEC,33,987,196,438,.447,152,307,44,131,.336,196,252,.778,34,90,124,119,28,3,92,81,632,29.9,5.9,13.3,4.6,9.3,1.3,4.0,5.9,7.6,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2
12,411,Ben Simmons,FR,2015-16,F,Louisiana State,SEC,33,1151,216,386,.560,215,383,1,3,.333,199,297,.670,103,285,388,158,65,27,111,92,632,34.9,6.5,11.7,6.5,11.6,0.0,0.1,6.0,9.0,3.1,8.6,11.8,4.8,2.0,0.8,3.4,2.8,19.2
13,412,Parker Stewart,JR,2019-20,G,Tennessee-Martin,OVC,25,904,157,381,.412,86,177,71,204,.348,95,124,.766,20,95,115,94,21,10,82,71,480,36.2,6.3,15.2,3.4,7.1,2.8,8.2,3.8,5.0,0.8,3.8,4.6,3.8,0.8,0.4,3.3,2.8,19.2
14,413,Reed Timmer,SR,2017-18,G,Drake,MVC,34,1134,188,422,.445,95,197,93,225,.413,183,212,.863,18,103,121,79,21,3,65,57,652,33.4,5.5,12.4,2.8,5.8,2.7,6.6,5.4,6.2,0.5,3.0,3.6,2.3,0.6,0.1,1.9,1.7,19.2
15,414,Denzel Valentine,SR,2015-16,G,Michigan State,Big Ten,31,1022,205,444,.462,101,210,104,234,.444,81,95,.853,25,208,233,241,32,7,85,52,595,33.0,6.6,14.3,3.3,6.8,3.4,7.5,2.6,3.1,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7,19.2
16,415,Zeek Woodley,SR,2016-17,G,Northwestern State,Southland,14,412,91,179,.508,64,117,27,62,.435,60,69,.870,22,27,49,10,11,2,14,30,269,29.4,6.5,12.8,4.6,8.4,1.9,4.4,4.3,4.9,1.6,1.9,3.5,0.7,0.8,0.1,1.0,2.1,19.2
17,416,Jaylen Adams,SR,2017-18,G,St. Bonaventure,A-10,28,1036,153,350,.437,78,178,75,172,.436,154,181,.851,12,83,95,146,43,7,86,80,535,37.0,5.5,12.5,2.8,6.4,2.7,6.1,5.5,6.5,0.4,3.0,3.4,5.2,1.5,0.3,3.1,2.9,19.1
18,417,Jibri Blount,SR,2019-20,F,North Carolina Central,MEAC,31,1141,217,413,.525,194,341,23,72,.319,136,191,.712,78,209,287,51,65,18,97,86,593,36.8,7.0,13.3,6.3,11.0,0.7,2.3,4.4,6.2,2.5,6.7,9.3,1.6,2.1,0.6,3.1,2.8,19.1
19,418,David Brown,SR,2013-14,G,Western Michigan,MAC,33,1123,176,428,.411,96,181,80,247,.324,199,258,.771,19,98,117,61,47,5,92,93,631,34.0,5.3,13.0,2.9,5.5,2.4,7.5,6.0,7.8,0.6,3.0,3.5,1.8,1.4,0.2,2.8,2.8,19.1
20,419,T.J. Cromer,SR,2016-17,G,East Tennessee State,Southern,35,1110,224,491,.456,118,230,106,261,.406,116,141,.823,16,83,99,111,36,14,97,83,670,31.7,6.4,14.0,3.4,6.6,3.0,7.5,3.3,4.0,0.5,2.4,2.8,3.2,1.0,0.4,2.8,2.4,19.1
